relation_id,source_person_id,target_person_id,original_relation_type,standard_relation_type,raw_relation_type,llm_suggested_relation_type,final_relation_type,llm_reason,llm_confidence,display_status,relation_quality_score,relation_risk_level,context,evidence_ref,weight,source_ids,correction_reason,confidence,needs_manual_review
REL-02288,ZLH-029,ZLH-042,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,"丙心、穆木天、戴平万、戴望舒、魏金枝、魏猛克等。左联高举反对帝国主义、反对国民克反动派和拥护苏维埃革命的战斗旗帜,努力传播马克思主义文艺理论,介绍苏联及世界各国",左联词典 第104页,1,SRC-0007,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes
REL-02289,ZLH-029,ZLH-043,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,"葛琴、徐盈、叶紫、罗烽、舒群、端木蕻良、王西彦、王尘无、蒲风、田间、于伶、凌鹤、徐懋庸、聂绀弩、廖沫沙等,他们都为左翼文学奉",左联词典 第104页,1,SRC-0007,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-02290,ZLH-029,ZLH-045,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,"翼、冯雪峰、夏衍、周扬、胡风、周立波、穆木天、杨骚、白薇等,又培养了一批思想活跃、颇具才华的文学新人如冯铿、沙汀、艾芜、欧阳山、草明、李辉英、周文、柏山、东平、; 作家,如周钢鸣、徐意庸、关霁、周立波、聂绀弩、奚如、林娜、梅雨、柳倩、蒲几",左联词典 第104页; 左联词典 第494页,3,SRC-0007;SRC-0804,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,no
REL-02291,ZLH-029,ZLH-047,交游,交游,交游,,交游,,,formal,25,low,"月二十四昆一一南京路》,林彬(林淡秋)《伟大的印象》,辛人《关于现实主义问题的一点感想》,绀弩《天文学家是“不为什么“的么?; 予、沙汀、何家榜、林林、林娜、林淡秋、周钢鸢、周扬、荒燥、徐懋庸、柳倩、夏征农、梅雨、戴平万、杨骚、关露、欧阳凡海、穆木天、丽尼。其他文化界知名人土则有史东山、; |4李龚《悼鲁迅先生》;才|4林淡秋《难言的隐痛》;髌国|4林林《失了一个俞强的战士;TazEz【4林焕平《",左联史 第317页; 左联史 第424页; 左联史 第609页; 左联史 第707页,5,SRC-0986;SRC-0700;SRC-0987;SRC-0741,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-02292,ZLH-029,ZLH-048,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,"灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张天翼、冯雪峰、夏衍、周扬、胡风、周立波、穆木天、杨骚、白薇等,又培养了一批思想活跃、颇具才华的文学新; 、以群、欧阳山、张天翼、草明、王任叔、荒煤、聂绀弩,陈白尖、李溶华、凡容、周而复; 欧阳山、周文、靳以、蛋十还、聂绀弩、吴朗西、曹白等扶鲁迅先生灵枢去万国公墓,并任群众送蒌队伍纠察.同年月日,和萧军、沙汀、节芜、周文、藏牧良、以",左联词典 第104页; 左联词典 第228页; 左联词典 第234页; 左联词典 第247页; 左联词典 第262页,5,SRC-0007;SRC-0145;SRC-0960;SRC-0138;SRC-0146,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,no
REL-02293,ZLH-029,ZLH-050,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,、艾芜、洪深、黄芝冈、耳耶(聂绀弩)、任白戈、羊枣、沈起予、王余杞、欧阳山、何谷天(周文)、辛人、林焕平、勇余、杨骚、阜东(梅益)、郑伯奇、王淑明、于黑丁、欧查,左联史 第296页,1,SRC-0837,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-02294,ZLH-029,ZLH-053,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,"幡。日下午参加鲁迅葬礼,和黄源、萧军、胡风、巴金、黎烈文、姚克、欧阳山、周文、靳以、蛋十还、聂绀弩、吴朗西、曹白等扶鲁迅先生灵枢; 溶华、陈日尘、周而复、奚如、聂绀弩一起参加第一次小说家座谈会,讨论创作“主题的积极性和真人真事“等问题。为小说家座谈会主持人。同年月日鲁迅逝世,他和张天; 下午鲁迅葬礼时,和胡风.巴金、黄源、黎烈文、孟十还、靳以、张天翼、吴朗西、萧乾、聂绀弩、欧阳山、曹白",左联词典 第234页; 左联词典 第262页; 左联词典 第270页; 左联词典 第284页,5,SRC-0960;SRC-0146;SRC-0532;SRC-0534,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,no
REL-02295,ZLH-029,ZLH-054,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,庸、张天翼、商廷发(瞿秋白)、许幸之、胡风、杜谈、征农、祝秀侠、蒋弼、郑伯奇、王任叔、胡依凡、胡楣、李辉英、叶紫、何家槐、郁达夫、耳耶(聂绀弩)、周钥鸣等左联盟,左联词典 第504页,1,SRC-0647,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes
REL-02296,ZLH-029,ZLH-055,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,"袁牧之、陈子展、唐纳、程步高、郑君里、蔡楚生、赵景深、应云卫等。4.抗议公映日本法西斯电影《新地》1937年月,日本和德国合拍的辱华影片《新地》公然在上海上映",左联史 第424页,1,SRC-0700,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-02297,ZLH-029,ZLH-058,签名联署,签名联署,签名联署,,签名联署,,,formal,25,low,"、路丁、胡风、欧阳山、奚如、聂绀弩、姚克、萧红、萧军等位青年作家,以“转形花圈一袭敬献鲁迅先生“,表示哀悼,并参加鲁迅治丧办事处工作.同年月日,和萧; 撰稿人多为左联盟员,如鲁迅、郭沫若、聂绀弩、沈起才、奚如、东平、张天虚、; 典手头字缘起》,鱼迅、郭沫若、茅“方之中、关露、田间等视翼作家眉、周扬、夏征农、周而复、任_邓签名支持推行“二头孕“,是门戈、徐椿庸、胡风、艾芜、沙--份",左联词典 第281页; 左联词典 第486页; 左联词典 第506页; 左联词典 第585页,5,SRC-0603;SRC-0173;SRC-0777;SRC-0985,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-02298,ZLH-029,ZLH-059,交游,交游,交游,,交游,,,formal,25,low,"、胡风、周立波、穆木天、杨骚、白薇等,又培养了一批思想活跃、颇具才华的文学新人如冯铿、沙汀、艾芜、欧阳山、草明、李辉英、周文、柏山、东平、征农、荒煤、葛琴、徐盈; 为左联盟员,如鲁迅、郭沫若、聂绀弩、沈起才、奚如、东平、张天虚、马子华、周而复、白薇、周文、田间、任钧、柳倩、雷渝; 钢鸣、徐意庸、关霁、周立波、聂绀弩、奚如、林娜、梅雨、柳倩、蒲几、舒群、林林、尘无、何家槐等。《发刊词》说:“我们的刊",左联词典 第104页; 左联词典 第486页; 左联词典 第494页; 左联词典 第506页; 左联词典 第591页,5,SRC-0007;SRC-0173;SRC-0804;SRC-0777;SRC-0949,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-02299,ZLH-029,ZLH-060,组织隶属,合作,合作,,合作,,,formal,100,critical,"仍是“人心浸以衰伟“的征候“聂绀弩发表杂文《再谈〈野叟曝言)3》,严正指出,推荐《野叟曝言》之类的劳什子,无异于对人们“下毒药“。徐懋庸发表杂文《驾云梯取月》,; 苟眉译保加利亚战佐夫《轭下》,鲁彦详波兰普路司《法老》,罗稷南译俄国高尔基《燎原》,娄放飞译法国巴比塞《火线上》,郑伯奇译法国罗曼罗兰《若望克里士托夫》,立波译; 、李辉英、廖堆容(廖沫沙)、聂绀弩、欧阳山、任白戈、家征农、沈起予、草明",左联史 第267页; 左联史 第269页; 左联史 第295页,4,SRC-0938;SRC-0780;SRC-0939,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现联名/共同编辑/合作动作,medium,no
REL-02300,ZLH-029,ZLH-061,组织隶属,合作,合作,,合作,,,formal,100,critical,"先生特辑“,发表陈烟桥、新波、绀弩、周文、东平、方之中、奚如的鲁迅悼文篇和力群、烟桥、新波等的鲁迅像。此外还有《我的同伴》(文若〉等小说散文篇。两次小说家座",左联词典 第477页,1,SRC-0176,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现联名/共同编辑/合作动作,medium,no
REL-02301,ZLH-029,ZLH-063,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,沫沙)、艾芜、魏猛克、陈君诊、任白戈、徐懋庸、张天翼、商廷发(瞿秋白)、许幸之、胡风、杜谈、征农、祝秀侠、蒋弼、郑伯奇、王任叔、胡依凡、胡楣、李辉英、叶紫、何家,左联词典 第504页,1,SRC-0647,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-02302,ZLH-029,ZLH-067,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,"巴金、黄源、张天翼、欧阳山、聂绀弩、田军、周文、靳以、萧乾、吴朗西、黎券文、孟十还、曹白\鹿地亘等扶鲁迅先生灵枢上车,前往万国公墓。年月日《中流》; 为左联盟员,如鲁迅、郭沫若、聂绀弩、沈起才、奚如、东平、张天虚、马子华、周而复、白薇、周文、田间、任钧、柳倩、雷渝波、洪道,白嚓、以",左联词典 第284页; 左联词典 第486页,3,SRC-0534;SRC-0173,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,no
REL-02303,ZLH-029,ZLH-069,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,奇、吕骥、冼星海、柯灵、柳谋、张庚、欧阳予倩、金山、孙师毅、孙瑜、袁牧之、陈子展、唐纳、程步高、郑君里、蔡楚生、赵景深、应云卫等。4.抗议公映日本法西斯电影《新,左联史 第424页,1,SRC-0700,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-02304,ZLH-029,ZLH-071,交游,交游,交游,,交游,,,formal,0,low,"与生命》,散文有曹白《歼音》和李霁野《一夕谈》,还有茅盾对周文两部长篇小说《烟苗季》《在白森镇》的评论和冬青对艾思奇哲学著作的评论《关于“思想方法“》,杂文栏名",左联史 第620页,1,SRC-0622,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-02305,ZLH-029,ZLH-073,交游,交游,交游,,交游,,,formal,25,low,"、艾芜、洪深、黄芝冈、耳耶(聂绀弩)、任白戈、羊枣、沈起予、王余杞、欧阳山、何谷天(周文)、辛人; 联组织部长。年去延安。王余杞〔(1905一1989)王余杞是左翼作家,笔名陕标,四川自贡人。年在北京交通大学读书时就加人中国共产党,投身革命。他; 唱主角的依然是左联盟员作家,聂绀弩、东平、陈北鸥、周钢鸣、陈子鹃、霁石榆、蒲风、淮岛、鲜鱼羊、江篇、勇余和王余杞自己,作品则有《十支手枪",左联史 第296页; 左联史 第491页; 左联史 第492页; 左联史 第582页; 左联史 第608页,5,SRC-0837;SRC-0886;SRC-0988;SRC-0979;SRC-0852,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-02306,ZLH-029,ZLH-077,组织隶属,合作,合作,,合作,,,formal,85,critical,"人关露编辑,左联成员周钢鸣、聂绀弩、徐懋庸、吴奚如、林娜(司马文森)、梅雨(梅益)、凌鹤、尤克(于伶)、柳倩、蒲风、舒群、欧阳凡海,何家槐; 为左联盟员,如鲁迅、郭沫若、聂绀弩、沈起才、奚如、东平、张天虚、马子华、周而复、白薇、周文、田间、任钧、柳倩、雷渝波、洪道,白嚓、以群、胡; 钢鸣、徐意庸、关霁、周立波、聂绀弩、奚如、林娜、梅雨、柳倩、蒲几、舒群、林林、尘无、何家",左联词典 第308页; 左联词典 第486页; 左联词典 第494页,4,SRC-0254;SRC-0173;SRC-0804,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,medium,no
REL-02307,ZLH-029,ZLH-080,亲属关系,待核验,待核验,,待核验,,,formal,90,critical,",走上文学道路,1932年初与陈企霞组织无名文艺社,出版《无名文艺》叶刊。同年,苏苏(钟望阳)、周钢鸣等的海燕社与无名文艺社合并,同年月加入中国左翼作家联盟,; 了鲁迅对他的关怀爱护以及叶紫同陈企霞.聂绀弩、周颖夫妇、萧军、萧红夫妇等的",左联词典 第162页; 左联词典 第587页,3,SRC-0136;SRC-0946,人物-人物关系使用强证据型关系标签；证据更像长名单并列共现；缺少亲属关键词；证据不足以支撑原关系类型,low,no
REL-02308,ZLH-029,ZLH-081,组织隶属,合作,合作,,合作,,,formal,85,critical,"阳山、张天翼、草明、王任叔、聂绀弩、陈白尘、周而复、凡容、东平等出席第二; ,生于南京。年前后在聂绀弩主编的南京《新京日报,雨花)》上发表散文,开始文学创作年考入上海光华大学英国文学系读书。左联盟员简丫年加入中国; 为左联盟员,如鲁迅、郭沫若、聂绀弩、沈起才、奚如、东平、张天虚、马子华、周而复、白薇、周文、田间、任钧、柳倩、雷渝波、洪道,白嚓、以群、胡风、徐懋庸、梅雨、王任",左联词典 第247页; 左联词典 第275页; 左联词典 第486页,4,SRC-0138;SRC-0259;SRC-0173,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,medium,no
REL-02309,ZLH-029,ZLH-082,亲属关系,待核验,待核验,,待核验,,,formal,90,critical,"思想、生活和诗歌创作,叙述同聂绀弩和眠颧夫妇、宋之的和王苹夫妇、叶紫、丘东平、曹日",左联词典 第591页,2,SRC-0949,人物-人物关系使用强证据型关系标签；证据更像长名单并列共现；缺少亲属关键词；证据不足以支撑原关系类型,low,yes
REL-02310,ZLH-029,ZLH-083,交游,交游,交游,,交游,,,formal,25,low,"933年月,日本便衣警察从聂绀弩住所查获日共《赤旗》报追悼小林多喜二专号,立即逸捕了聂绀弩、周颖、胡风、方瀚、王承志等人。胡风被关押在四谷警察署,多次行刑逼供; 仍是“人心浸以衰伟“的征候“聂绀弩发表杂文《再谈〈野叟曝言)3》,严正指出,推荐《野叟曝言》之类的劳什子,无异于对人们“下毒药“。徐懋庸发表杂文《驾云梯取月》,; 、艾芜、洪深、黄芝冈、耳耶(聂绀弩)、任白戈、羊枣、沈起予、王余杞、欧阳",左联史 第73页; 左联史 第267页; 左联史 第296页; 左联史 第424页; 左联史 第609页,5,SRC-0989;SRC-0938;SRC-0837;SRC-0700;SRC-0987,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-02311,ZLH-029,ZLH-084,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,"左联成员张秀中、陈北鸥、金丁、陆万美、臧云远、滩岛等人,1932年夏考人清华大学历史系就读。这一年他加人了中国左鬓作家联盟北方部。年月,他去火车站欢迎",左联史 第548页,1,SRC-0630,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes
REL-02312,ZLH-029,ZLH-086,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,"些作者中的耳耶、臧其人均为(聂绀弩)、何谷天(周文)、江弼(欧阳弼)、张天虚、溃波、胡楣(关露)、松寒衣、陈紫秋、洪道、白蓬(刘宗璜)、黄新波等都是左联盟员,穆",左联史 第316页,1,SRC-0990,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes
REL-02313,ZLH-029,ZLH-091,组织隶属,纪念/悼念,纪念/悼念,,纪念/悼念,,,formal,85,critical,"、周文、路丁、胡风、欧阳山、聂绀弩、姚克、萧红、萧军、梅志等位左翼青年作家以“钜形花圈一袭敬献鲁迅先生“,表示哀悼。著有中短篇小说集《叶伯5、《生与死》、《; 及文学创作,跟胡风、吴奚如、聂绀弩、郭沫若等左翼作家的交往,描绘这位爱国者和革命作家的风采.东平小论评论。胡从经作,载《榛葳集),海峡文艺出版社年月出",左联词典 第219页; 左联词典 第585页,3,SRC-0144;SRC-0985,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现纪念/悼念动作,medium,no
REL-02314,ZLH-029,ZLH-093,组织隶属,同属组织,同属组织,,同属组织,,,formal,60,high,"底影响“。(4)雷石榆评溶风、王亚平诗人雷石榆对左联战友蒲风感情颇深,不仅将他的诗《小莉茜》译成日文介绍给日本读者,还用日文写了《中国诗坛的近况》一文,其中也介",左联史 第659页,1,SRC-0876,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes
REL-02315,ZLH-029,ZLH-097,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,"、叶紫、罗烽、舒群、端木蕻良、王西彦、王尘无、蒲风、田间、于伶、凌鹤、徐懋庸、聂绀弩、廖沫沙等,他们都为左翼文学奉",左联词典 第104页,1,SRC-0007,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-02316,ZLH-029,ZLH-098,交游,交游,交游,,交游,,,formal,25,low,"!完全是他的低级趣昧的梦哪!“沈从文宣言他“不轻视左倾,也不郜薄右翼“。这后半句自然真实,但前半旬却很虚伪,上述这一切就是明证。7.丁玲逃出“翟魉世界“从193; 关系。尹庚陷他到上海,顺利找到沈从文,通过沈,又找到丁玲,在丁玲家又遏到冯雪峰,他们一起商讨建立左联东京支部的具体计划,决定由叶以群回东京负责建立这个支部,叶以",左联史 第71页; 左联史 第532页,3,SRC-0782;SRC-0926,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-02317,ZLH-029,ZLH-100,交游,交游,交游,,交游,,,formal,25,low,"万、冯雪峰、胡也频、李伟森、螂绀弩、沈起予、艾芜、丁玲、杜君慧、侯枫、刘锡五、沙汀、夏征农、许幸之、叶沉、安娥、戴望舒、黎锦明、楼适夷、杨刚、姚蓬子、叶灵凤、方; 友公司出版。月中旬,作家聂绀弩奉命护送丁玲化装去西安,等待机会进苏区。月日,惊悉鲁迅不幸病逝上海,悲痛万分的丁玲化名“耀高伊“给许广平发去唁函,表示",左联史 第25页; 左联史 第448页,3,SRC-0695;SRC-0991,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-02318,ZLH-029,ZLH-104,组织隶属,合作,合作,,合作,,,formal,100,critical,"万、冯雪峰、胡也频、李伟森、螂绀弩、沈起予、艾芜、丁玲、杜君慧、侯枫、刘锡五、沙汀、夏征农、许幸之、叶沉、安娥、戴望舒、黎锦明、楼适夷、杨刚、姚蓬子、叶灵凤、方; 仍是“人心浸以衰伟“的征候“聂绀弩发表杂文《再谈〈野叟曝言)3》,严正指出,推荐《野叟曝言》之类的劳什子,无异于对人们“下毒药“。徐懋庸发表杂文《驾云梯取月》,",左联史 第25页; 左联史 第267页,3,SRC-0695;SRC-0938,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现联名/共同编辑/合作动作,medium,no
REL-02319,ZLH-029,ZLH-105,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,"张天翼、草明、王任叔、荒煤、聂绀弩,陈白尖、李溶华、凡容、周而复、东平等参加第二次小说家座谈会,研究鲁迅,讨论鲁迅的小说《祝福劝《在酒楼上》。沙汀是左联培养的青",左联词典 第228页,1,SRC-0145,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes
REL-02320,ZLH-029,ZLH-106,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,、张天翼、张香山、梅雨、(聂)绀弩、舒群、彭慧、杨骚、路丁(王尧山)、葛琴、端木蕻良、欧阳山、欧阳凡海、穆木天、戴平万、魏晋、魏猛克、魏金枝、徐步、徐懋庸、夏征,左联史 第424页,1,SRC-0700,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-02321,ZLH-029,ZLH-107,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,"、柳谋、张庚、欧阳予倩、金山、孙师毅、孙瑜、袁牧之、陈子展、唐纳、程步高、郑君里、蔡楚生、赵景深、应云卫等。4.抗议公映日本法西斯电影《新地》1937年月,日",左联史 第424页,1,SRC-0700,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-02322,ZLH-029,ZLH-112,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,"应人、潘丙心、穆木天、戴平万、戴望舒、魏金枝、魏猛克等。左联高举反对帝国主义、反对国民克反动派和拥护苏维埃革命的战斗旗帜,努力传播马克思主义文艺理论,介绍苏联及",左联词典 第104页,1,SRC-0007,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes
REL-02323,ZLH-029,ZLH-114,组织隶属,待核验,待核验,,待核验,,,formal,75,high,"就向对卢氏恺想、著作了解较多的刘呐鸥和鲁迅先生请教,又路同辈文友戴望舒、江馥泉商讨,复又得陈望道先生的帮助,力求译文的准确。他在此书《译者附记》中恭恭敬敬地表示",左联史 第682页,1,SRC-0715,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-02324,ZLH-029,ZLH-116,组织隶属,合作,合作,,合作,,,formal,60,high,"加“《北斗》读书会“。同年,由孙席珍介绍加入中国左翼作家联盟北方部,开始文学创作活动。年月日、12月日《文学月报》3号和5、6号合刊发表他的",左联词典 第308页,1,SRC-0254,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现联名/共同编辑/合作动作,medium,no
REL-02325,ZLH-029,ZLH-119,组织隶属,合作,合作,,合作,,,formal,85,critical,"人关露编辑,左联成员周钢鸣、聂绀弩、徐懋庸、吴奚如、林娜(司马文森)、梅雨(梅益)、凌鹤、尤克(于伶)、柳倩、蒲风、舒群、欧阳凡海,何家槐、田间等均在此发表作品; 主理论为辅。主要撷稿人有叶紫、何家槐、何谷天、(周文)夏征农、欧阳山、谷非(胡风)、尹虚、草明、艾芫、耽绀弩,吴冠如、丘东平、杨潮、华蒂(; 为左联盟员,如鲁迅、郭沫若、聂绀弩、沈起才、奚如、东平、张天虚、马子华、周而复、白薇、周文、田",左联词典 第308页; 左联词典 第481页; 左联词典 第486页; 左联词典 第494页; 左联词典 第504页,5,SRC-0254;SRC-0536;SRC-0173;SRC-0804;SRC-0647,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,medium,no
REL-02326,ZLH-029,ZLH-120,签名联署,签名联署,签名联署,,签名联署,,,formal,25,low,"叶紫、何家槐、何谷天、(周文)夏征农、欧阳山、谷非(胡风)、尹虚、草明、艾芫、耽绀弩,吴冠如、丘东平、杨潮、华蒂(; 名查禁此刊。中华日报.动向“聂绀弩主编,叶紫助编年月日至同年月日出版,不分期,共出刊次,每逢星期三不出刊。内容以杂文论评为主.撰稿人; 关露、田间等视翼作家眉、周扬、夏征农、周而复、任_邓签名支持推行“二头孕“,是门戈、徐椿庸、胡风、艾芜、沙--份重要的",左联词典 第481页; 左联词典 第490页; 左联词典 第506页,4,SRC-0536;SRC-0593;SRC-0777,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-02327,ZLH-029,ZLH-122,交游,交游,交游,,交游,,,formal,25,low,"未能如愿。不久,她由左联作家聂绀弩陪同去西安,待命去陕北。月日,得到鲁迅先生因病逝世的消息,丁玲悲痛万分,她用“耀高丘“的署名给上海许广平发去唁电,表示; 、张天翼、张香山、梅雨、(聂)绀弩、舒群、彭慧、杨骚、路丁(王尧山)、葛琴、端木蕻良、欧阳山、欧阳凡海、穆木天、戴平万、魏晋、魏猛克、魏金枝、徐步、徐懋庸、夏征; 友公司出版。月中旬,作家聂绀弩奉命护送丁玲化装去西安,等待机会进苏区",左联史 第71页; 左联史 第424页; 左联史 第448页; 左联史 第479页,5,SRC-0782;SRC-0700;SRC-0991;SRC-0793,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-02328,ZLH-029,ZLH-123,组织隶属,同属组织,同属组织,,同属组织,,,formal,60,high,"生,1931年九一八事变后,在邹韬奋的影响下热心抗日救亡,曾组织“抗日十人团“。后去上海从事进步活动。年加入中国左翼作家联盟.1935年月和沙千里共",左联词典 第308页,1,SRC-0254,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes
REL-02329,ZLH-029,ZLH-127,文学论战,文学论战,文学论战,,文学论战,,,formal,0,low,"十人《论当前文学运动的诸问题)曹靖华译《我怎样创作的》(B,拉甫列涅夫著)等理论文章。在两个口号论争中,拥护鲁迅提出的“民族革和战争的大众文学“口号,第期出过",左联词典 第498页,2,SRC-0650,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-02330,ZLH-029,ZLH-128,交游,交游,交游,,交游,,,formal,25,low,"坚实基础.1933年月,和耿绀弩、周颖等同时被捕,同年月,被日本政府驱逐出境,回到上海,数日后,与鲁迅见面,受到教海.同年月,任中国左翼作家联盟宣传部长.; 创刊。撰稿人多为左联盟员,有聂绀弩、周文、蒋翟、张天虚、雷渤波、关霁、朱寐衣、陈紫秋、洪道等.仅出第辑。发表的主要作品有杂文《为大众语敬告林语堂先生》(耳耶); 名查禁此刊。中华日报.动向“聂绀弩主编,叶紫助编年月日至同",左联词典 第282页; 左联词典 第485页; 左联词典 第490页,4,SRC-0734;SRC-0893;SRC-0593,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-02331,ZLH-029,ZLH-129,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,"学术界对郑振铎的努力倡加赞美:胡愈之喻《世界文库》为“一座广大无比的花园“。茅盾在看了第集的目录后说:这已经称得上是“研究文学的基本书籍的集大成了“,是“伟大; 、李辉英、廖堆容(廖沫沙)、聂绀弩、欧阳山、任白戈、家征农、沈起予、草明、魏猛克、杨骚,其他还有巴金、冰心、沉模、杜重远、丰子恺、风子(唐弛)、耿济之、顾均正、; 负责;小说研究会,由欧阳山、聂绀弩负责;诗歌研究会,由穆木天负责,出版《",左联史 第269页; 左联史 第295页; 左联史 第478页,4,SRC-0780;SRC-0939;SRC-0975,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,no
