event_id,event_name,event_scope,canonical_event_key,original_event_names,event_date,date_precision,place_id,historical_location,current_address,longitude,latitude,source_ids,display_note,correction_reason,confidence,needs_manual_review
EVT-00177,李辉英1932年光华书局文学活动记录,entity,李辉英1932年光华书局文学活动记录|ZLH-035|1932,李辉英光华书局文学活动,1932,年,PLC-00016,光华书局（四马路）,福州路（四马路）,121.484,31.238,SRC-0001,当前仅能确认 1932 年 李辉英 在 光华书局（四马路） 有“光华书局文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00186,楼适夷1932年上海文学活动记录,entity,楼适夷1932年上海文学活动记录|ZLH-037|1932,楼适夷上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1932 年 楼适夷 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00037,楼适夷1932年光华书局文学活动记录,entity,楼适夷1932年光华书局文学活动记录|ZLH-037|1932,楼适夷光华书局文学活动,1932,年,PLC-00016,光华书局（四马路）,福州路（四马路）,121.484,31.238,SRC-0001,当前仅能确认 1932 年 楼适夷 在 光华书局（四马路） 有“光华书局文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00156,沙汀1932年上海文学交流记录,entity,沙汀1932年上海文学交流记录|ZLH-025|1932,沙汀上海文学交流,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1932 年 沙汀 在 上海 有“上海文学交流”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00155,沙汀1932年光华书局文学活动记录,entity,沙汀1932年光华书局文学活动记录|ZLH-025|1932,沙汀光华书局文学活动,1932,年,PLC-00016,光华书局（四马路）,福州路（四马路）,121.484,31.238,SRC-0001,当前仅能确认 1932 年 沙汀 在 光华书局（四马路） 有“光华书局文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00066,潘汉年1932年上海文学活动记录,entity,潘汉年1932年上海文学活动记录|ZLH-006|1932,潘汉年上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1932 年 潘汉年 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00085,田汉1932年光华书局文学活动记录,entity,田汉1932年光华书局文学活动记录|ZLH-008|1932,田汉光华书局文学活动,1932,年,PLC-00016,光华书局（四马路）,福州路（四马路）,121.484,31.238,SRC-0001,当前仅能确认 1932 年 田汉 在 光华书局（四马路） 有“光华书局文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00207,白薇1932年上海文学活动记录,entity,白薇1932年上海文学活动记录|ZLH-059|1932,白薇上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1932 年 白薇 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00206,白薇1932年在光华书局文学活动记录,entity,白薇1932年在光华书局文学活动记录|ZLH-059|1932,白薇在光华书局文学活动,1932,年,PLC-00016,光华书局（四马路）,福州路（四马路）,121.484,31.238,SRC-0001,当前仅能确认 1932 年 白薇 在 光华书局（四马路） 有“在光华书局文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00036,瞿秋白1932年光华书局文学活动记录,entity,瞿秋白1932年光华书局文学活动记录|ZLH-003|1932,瞿秋白光华书局文学活动,1932,年,PLC-00016,光华书局（四马路）,福州路（四马路）,121.484,31.238,SRC-0001,当前仅能确认 1932 年 瞿秋白 在 光华书局（四马路） 有“光华书局文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00184,穆木天上海会议,entity,穆木天上海会议|ZLH-036,穆木天上海会议,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,穆木天于1932在上海有相关记录。,,low,no
EVT-00159,胡风1932年上海文学交流记录,entity,胡风1932年上海文学交流记录|ZLH-026|1932,胡风上海文学交流,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1932 年 胡风 在 上海 有“上海文学交流”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00158,胡风1932年光华书局文学活动记录,entity,胡风1932年光华书局文学活动记录|ZLH-026|1932,胡风光华书局文学活动,1932,年,PLC-00016,光华书局（四马路）,福州路（四马路）,121.484,31.238,SRC-0001,当前仅能确认 1932 年 胡风 在 光华书局（四马路） 有“光华书局文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00025,茅盾1932年上海文学活动记录,entity,茅盾1932年上海文学活动记录|ZLH-002|1932,茅盾上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1932 年 茅盾 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00169,葛琴1932年上海文学活动记录,entity,葛琴1932年上海文学活动记录|ZLH-031|1932,葛琴上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1932 年 葛琴 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00125,郁达夫1932年上海文学活动记录,entity,郁达夫1932年上海文学活动记录|ZLH-015|1932,郁达夫上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1932 年 郁达夫 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00124,郁达夫1932年光华书局文学活动记录,entity,郁达夫1932年光华书局文学活动记录|ZLH-015|1932,郁达夫光华书局文学活动,1932,年,PLC-00016,光华书局（四马路）,福州路（四马路）,121.484,31.238,SRC-0001,当前仅能确认 1932 年 郁达夫 在 光华书局（四马路） 有“光华书局文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00204,郭沫若1932年与内山完造文学交流记录,entity,郭沫若1932年与内山完造文学交流记录|ZLH-058|1932,郭沫若与内山完造文学交流,1932,年,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,当前仅能确认 1932 年 郭沫若 在 内山书店 有“与内山完造文学交流”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00193,1933年上海抗日签名活动记录,collective,1933年上海抗日签名活动记录,上海抗日签名活动,1933,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1933 年在 上海 存在“上海抗日签名活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00098,1933年明星影片公司活动记录,collective,1933年明星影片公司活动记录,明星影片公司活动,1933,年,PLC-00023,明星影片公司,徐家汇路一带,121.467,31.210,SRC-0001,当前仅能确认 1933 年在 明星影片公司 存在“明星影片公司活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00163,吴奚如1933年上海被捕事件记录,entity,吴奚如1933年上海被捕事件记录|ZLH-030|1933,吴奚如上海被捕事件,1933,年,PLC-00033,上海,上海（具体拘押地点待考）,121.473,31.230,SRC-0001,当前仅能确认 1933 年 吴奚如 在 上海 有“上海被捕事件”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00078,周扬1933年遭拘押相关记录,entity,周扬1933年遭拘押相关记录|ZLH-007|1933,周扬被捕事件,1933,年,PLC-00033,上海,上海（具体拘押地点待考）,121.473,31.230,SRC-0001,当前仅能确认 1933 年 周扬 在 上海 有遭拘押相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00222,林焕平1933年上海文学活动记录,entity,林焕平1933年上海文学活动记录|ZLH-083|1933,林焕平上海文学活动,1933,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1933 年 林焕平 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00162,聂绀弩1933年上海被捕事件记录,entity,聂绀弩1933年上海被捕事件记录|ZLH-029|1933,聂绀弩上海被捕事件,1933,年,PLC-00033,上海,上海（具体拘押地点待考）,121.473,31.230,SRC-0001,当前仅能确认 1933 年 聂绀弩 在 上海 有“上海被捕事件”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00144,胡风1933年在日本因反日活动被捕记录,entity,ZLH-026|胡风在日本因反日活动被捕|1933,胡风被捕事件,1933,年,PLC-00033,上海,上海（具体拘押地点待考）,121.473,31.230,SRC-1137,1933年，胡风因参与反日与左翼文化活动在日本遭逮捕并被驱逐回国，当前条目按公开可核的年级别事实展示。,湖北政协文史资料记载胡风因参加反日与左翼文化活动遭日本政府逮捕并驱逐回国；原表将该条泛写为1933年上海被捕事件，现先改回到可公开核实的国家与事件性质。,medium,yes
EVT-00223,高尔基1933年上海文学活动记录,entity,高尔基1933年上海文学活动记录|ZLH-141|1933,高尔基上海文学活动,1933,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1933 年 高尔基 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00259,宋庆龄在莫利爱路寓所宴请萧伯纳,entity,ZLH-145|宋庆龄在莫利爱路寓所宴请萧伯纳|1933-02-17,萧伯纳访华会,1933-02-17,日,PLC-00074,宋庆龄莫利爱路寓所,上海市徐汇区武康路184号,,,SRC-1141;SRC-1142,1933年2月17日，宋庆龄在莫利爱路寓所宴请萧伯纳，鲁迅、蔡元培等亦到场会见，当前条目按公开可核日期和地点展示。,宋庆龄故居纪念馆资料记载，1933年2月17日宋庆龄在莫利爱路寓所宴请萧伯纳，并与鲁迅、蔡元培等会见合影；原表将地点泛记为孙中山故居，现修正为莫利爱路寓所。,high,no
EVT-00143,丁玲被捕事件,entity,丁玲被捕事件|ZLH-021|1933,丁玲被捕事件,1933-05-14,日,PLC-00055,虹口昆山花园路7号寓所,上海市虹口区昆山路（门牌待复核）,121.473,31.230,SRC-1135;SRC-1136,政协相关报道指出，丁玲1933年5月14日在昆山花园路7号寓所被绑架；原表将日期写成1月1日占位，现按公开可核史料改为具体日。,政协相关报道指出，丁玲1933年5月14日在昆山花园路7号寓所被绑架；原表将日期写成1月1日占位，现按公开可核史料改为具体日。,high,no
EVT-00138,楼适夷因支持《文学》月刊被捕,entity,ZLH-037|楼适夷因支持《文学》月刊被捕|1933-09-17,楼适夷被捕事件,1933-09-17,日,PLC-00048,上海,上海（具体抓捕地点待核）,121.473,31.260,SRC-1133,1933年9月17日，楼适夷在上海因参与和支持《文学》相关工作被捕，当前条目按公开可核日期展示。,中国作家网资料记载楼适夷于1933年9月17日因支持《文学》月刊被捕；原表1923/1931日期互相冲突，现将其改写为单一可识别事件。,high,yes
EVT-00260,远东反战会议,collective,远东反战会议,远东反战会议,1933-09-30,日,PLC-00075,远东反战大会旧址,霍山路85号,,,SRC-0001,远东反战会议于1933-09-30在远东反战大会旧址有相关记录。,,low,no
EVT-00069,1934年1934年上海文化界抗议活动记录,collective,1934年1934年上海文化界抗议活动记录,1934年上海文化界抗议活动,1934,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1934 年在 上海 存在“1934年上海文化界抗议活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00074,1934年《十字街头》文学活动记录,collective,1934年《十字街头》文学活动记录,《十字街头》文学活动,1934,年,PLC-00031,十字街头,四川北路多伦路口,121.485,31.265,SRC-0001,当前仅能确认 1934 年在 十字街头 存在“《十字街头》文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00246,1934年内山书店文学交流会记录,collective,1934年内山书店文学交流会记录,内山书店文学交流会,1934,年,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,当前仅能确认 1934 年在 内山书店 存在“内山书店文学交流会”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00099,1934年现代书局文学活动记录,collective,1934年现代书局文学活动记录,现代书局文学活动,1934,年,PLC-00038,现代书局,福州路（原四马路）,121.484,31.238,SRC-0001,当前仅能确认 1934 年在 现代书局 存在“现代书局文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00075,1934年良友图书文学活动记录,collective,1934年良友图书文学活动记录,良友图书文学活动,1934,年,PLC-00032,良友图书,北四川路851号,121.482,31.255,SRC-0001,当前仅能确认 1934 年在 良友图书 存在“良友图书文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00153,叶紫1934年十字街头抗议活动记录,entity,叶紫1934年十字街头抗议活动记录|ZLH-023|1934,叶紫十字街头抗议活动,1934,年,PLC-00031,十字街头,四川北路多伦路口,121.485,31.265,SRC-0001,当前仅能确认 1934 年 叶紫 在 十字街头 有“十字街头抗议活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00035,徐懋庸1934年上海文学活动记录,entity,徐懋庸1934年上海文学活动记录|ZLH-032|1934,徐懋庸上海文学活动,1934,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1934 年 徐懋庸 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00031,徐懋庸1934年光华书局文学活动记录,entity,徐懋庸1934年光华书局文学活动记录|ZLH-032|1934,徐懋庸光华书局文学活动,1934,年,PLC-00016,光华书局（四马路）,福州路（四马路）,121.484,31.238,SRC-0001,当前仅能确认 1934 年 徐懋庸 在 光华书局（四马路） 有“光华书局文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00033,徐懋庸1934年现代书局文学活动记录,entity,徐懋庸1934年现代书局文学活动记录|ZLH-032|1934,徐懋庸现代书局文学活动,1934,年,PLC-00017,现代书局,福州路465号,121.484,31.238,SRC-0001,当前仅能确认 1934 年 徐懋庸 在 现代书局 有“现代书局文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00034,瞿秋白1934年上海文学活动记录,entity,瞿秋白1934年上海文学活动记录|ZLH-003|1934,瞿秋白上海文学活动,1934,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1934 年 瞿秋白 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00030,瞿秋白1934年光华书局文学活动记录,entity,瞿秋白1934年光华书局文学活动记录|ZLH-003|1934,瞿秋白光华书局文学活动,1934,年,PLC-00016,光华书局（四马路）,福州路（四马路）,121.484,31.238,SRC-0001,当前仅能确认 1934 年 瞿秋白 在 光华书局（四马路） 有“光华书局文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00032,瞿秋白1934年现代书局文学活动记录,entity,瞿秋白1934年现代书局文学活动记录|ZLH-003|1934,瞿秋白现代书局文学活动,1934,年,PLC-00017,现代书局,福州路465号,121.484,31.238,SRC-0001,当前仅能确认 1934 年 瞿秋白 在 现代书局 有“现代书局文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00114,阳翰笙上海签名抗议,entity,阳翰笙上海签名抗议|ZLH-013,阳翰笙上海签名抗议,1934,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,阳翰笙于1934在上海有相关记录。,,low,no
EVT-00015,鲁迅1934年上海文学活动记录,entity,鲁迅1934年上海文学活动记录|ZLH-001|1934,鲁迅上海文学活动,1934,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1934 年 鲁迅 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00261,《太白》创刊,collective,《太白》创刊,《太白》创刊,1934-09-20,日,PLC-00076,霞飞路桃源坊,淮海中路593弄1-12号,,,SRC-0001,《太白》创刊于1934-09-20在霞飞路桃源坊有相关记录。,,low,no
EVT-00250,1935年良友图书签名抗议活动记录,collective,1935年良友图书签名抗议活动记录,良友图书签名抗议活动,1935,年,PLC-00013,良友图书公司,北四川路851号,121.482,31.255,SRC-0001,当前仅能确认 1935 年在 良友图书公司 存在“良友图书签名抗议活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00239,何家槐1935年上海文学活动记录,entity,何家槐1935年上海文学活动记录|ZLH-119|1935,何家槐上海文学活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1935 年 何家槐 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00063,冯雪峰1935年上海文学活动记录,entity,冯雪峰1935年上海文学活动记录|ZLH-005|1935,冯雪峰上海文学活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1935 年 冯雪峰 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00083,叶紫1935年上海文学活动记录,entity,叶紫1935年上海文学活动记录|ZLH-023|1935,叶紫上海文学活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1935 年 叶紫 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00168,吴奚如1935年上海文艺活动记录,entity,吴奚如1935年上海文艺活动记录|ZLH-030|1935,吴奚如上海文艺活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1935 年 吴奚如 在 上海 有“上海文艺活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00251,埃德加·斯诺1935年上海签名抗议活动记录,entity,埃德加·斯诺1935年上海签名抗议活动记录|ZLH-133|1935,埃德加·斯诺上海签名抗议活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1935 年 埃德加·斯诺 在 上海 有“上海签名抗议活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00044,夏衍1935年上海文学活动记录,entity,夏衍1935年上海文学活动记录|ZLH-004|1935,夏衍上海文学活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1935 年 夏衍 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00230,孙席珍1935年上海文学活动记录,entity,孙席珍1935年上海文学活动记录|ZLH-116|1935,孙席珍上海文学活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1935 年 孙席珍 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00228,孙席珍1935年生活书店文学活动记录,entity,孙席珍1935年生活书店文学活动记录|ZLH-116|1935,孙席珍生活书店文学活动,1935,年,PLC-00064,生活书店,福州路465号,121.484,31.238,SRC-0001,当前仅能确认 1935 年 孙席珍 在 生活书店 有“生活书店文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00171,徐懋庸1935年上海文艺活动记录,entity,徐懋庸1935年上海文艺活动记录|ZLH-032|1935,徐懋庸上海文艺活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1935 年 徐懋庸 在 上海 有“上海文艺活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00218,柳倩1935年上海文学活动记录,entity,柳倩1935年上海文学活动记录|ZLH-077|1935,柳倩上海文学活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1935 年 柳倩 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00252,法捷耶夫1935年上海签名抗议活动记录,entity,法捷耶夫1935年上海签名抗议活动记录|ZLH-142|1935,法捷耶夫上海签名抗议活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1935 年 法捷耶夫 在 上海 有“上海签名抗议活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00082,田汉1935年上海文学活动记录,entity,田汉1935年上海文学活动记录|ZLH-008|1935,田汉上海文学活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1935 年 田汉 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00045,聂绀弩1935年上海文学活动记录,entity,聂绀弩1935年上海文学活动记录|ZLH-029|1935,聂绀弩上海文学活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1935 年 聂绀弩 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00166,聂绀弩1935年上海文艺活动记录,entity,聂绀弩1935年上海文艺活动记录|ZLH-029|1935,聂绀弩上海文艺活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1935 年 聂绀弩 在 上海 有“上海文艺活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00027,茅盾1935年良友图书活动记录,entity,茅盾1935年良友图书活动记录|ZLH-002|1935,茅盾良友图书活动,1935,年,PLC-00013,良友图书公司,北四川路851号,121.482,31.255,SRC-0001,当前仅能确认 1935 年 茅盾 在 良友图书公司 有“良友图书活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00219,邹韬奋1935年上海文化活动记录,entity,邹韬奋1935年上海文化活动记录|ZLH-123|1935,邹韬奋上海文化活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1935 年 邹韬奋 在 上海 有“上海文化活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00240,邹韬奋1935年上海文学活动记录,entity,邹韬奋1935年上海文学活动记录|ZLH-123|1935,邹韬奋上海文学活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1935 年 邹韬奋 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00231,陈望道1935年上海文学活动记录,entity,陈望道1935年上海文学活动记录|ZLH-139|1935,陈望道上海文学活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1935 年 陈望道 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00229,陈望道1935年生活书店文学活动记录,entity,陈望道1935年生活书店文学活动记录|ZLH-139|1935,陈望道生活书店文学活动,1935,年,PLC-00064,生活书店,福州路465号,121.484,31.238,SRC-0001,当前仅能确认 1935 年 陈望道 在 生活书店 有“生活书店文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00042,瞿秋白长汀被俘,entity,ZLH-003|瞿秋白长汀被俘|1935-02-24,瞿秋白被捕事件,1935-02-24,日,PLC-00021,福建长汀县水口镇小迳村附近,福建省龙岩市长汀县水口镇小迳村,121.482,31.251,SRC-1127;SRC-1128,1935年2月24日，瞿秋白在福建长汀县水口镇小迳村附近突围时被俘，当前条目按公开可核的被俘时间与地点展示。,上海虹口资料与福建党史资料均指出，瞿秋白于1935年2月24日在福建长汀水口镇小迳村附近被俘；原表把该条误写成1934年上海内山书店被捕事件，现改写为可核实的被俘事件。,high,no
EVT-00262,《避暑录话》创刊,collective,《避暑录话》创刊,《避暑录话》创刊,1935-07-14,日,PLC-00077,青岛民报社,芝罘路,,,SRC-0001,《避暑录话》创刊于1935-07-14在青岛民报社有相关记录。,,low,no
EVT-00097,1936年上海抗议活动记录,collective,1936年上海抗议活动记录,上海抗议活动,1936,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1936 年在 上海 存在“上海抗议活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00189,1936年上海文学活动记录,collective,1936年上海文学活动记录,上海文学活动,1936,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1936 年在 上海 存在“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00191,1936年上海社会活动记录,collective,1936年上海社会活动记录,上海社会活动,1936,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1936 年在 上海 存在“上海社会活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00095,1936年内山书店文学活动记录,collective,1936年内山书店文学活动记录,内山书店文学活动,1936,年,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,当前仅能确认 1936 年在 内山书店 存在“内山书店文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00190,1936年南京路社会活动记录,collective,1936年南京路社会活动记录,南京路社会活动,1936,年,PLC-00069,南京路,南京东路,121.483,31.240,SRC-0001,当前仅能确认 1936 年在 南京路 存在“南京路社会活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00096,1936年复旦大学抗议活动记录,collective,1936年复旦大学抗议活动记录,复旦大学抗议活动,1936,年,PLC-00036,复旦大学江湾校区,邯郸路220号,121.506,31.300,SRC-0001,当前仅能确认 1936 年在 复旦大学江湾校区 存在“复旦大学抗议活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00076,1936年良友图书文学活动记录,collective,1936年良友图书文学活动记录,良友图书文学活动,1936,年,PLC-00032,良友图书,北四川路851号,121.482,31.255,SRC-0001,当前仅能确认 1936 年在 良友图书 存在“良友图书文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00200,于黑丁上海文艺集会,entity,于黑丁上海文艺集会|ZLH-050,于黑丁上海文艺集会,1936,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,于黑丁于1936在上海有相关记录。,,low,no
EVT-00248,埃德加·斯诺1936年上海文学活动记录,entity,埃德加·斯诺1936年上海文学活动记录|ZLH-133|1936,埃德加·斯诺上海文学活动,1936,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1936 年 埃德加·斯诺 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00054,夏衍1936年上海文学活动记录,entity,夏衍1936年上海文学活动记录|ZLH-004|1936,夏衍上海文学活动,1936,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1936 年 夏衍 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00053,夏衍1936年在生活书店活动记录,entity,夏衍1936年在生活书店活动记录|ZLH-004|1936,夏衍在生活书店活动,1936,年,PLC-00024,生活书店,福州路,121.484,31.238,SRC-0001,当前仅能确认 1936 年 夏衍 在 生活书店 有“在生活书店活动”相关记录，尚不足以定位到单一具体事件。,,low,no
